,,Spelling Error Legend:,Needs !? or .,Double blanks,Double blank?,"and and, the the"
name_structure_rocket_fuel_processing_plant,Завод по переработке Ракетного Топлива,,,,,
name_structure_sheet_metal_factory,Завод Листового Металла,,,,,
name_structure_sulfur_distillery,Дистиллерия Серы,,,,,
name_structure_toolsmaker,Завод Инструментов,,,,,
name_structure_water_purifier,Водоочиститель,,,,,
name_structure_wool_spinner,Прядильщик Стеклянной Ваты,,,,,
name_structure_farm_field,Фермерское поле,,,,,
name_structure_royalists_residential,Жилье Аристоботов,,,,,
name_structure_fine_dining_service,Ресторан Изысканной Кухни,,,,,
name_structure_gentle_bots_club_service,Казино,,,,,
name_structure_police_service,Офис Шерифа,,,,,
name_structure_surveyor_office,Офис Геодезиста,,,,,
name_structure_wash_service_shop,Служба Мойки,,,,,
name_structure_waxing_shop,Салон Депиляции,,,,,
name_structure_conveyor_belt,Конвейерная лента,,,,,
name_structure_observatory,Обсерватория,,,,,
name_structure_university,Университет,,,,,
name_structure_vectron_lab,Лаборатория Вектрона,,,,,
name_structure_large_stuff_collider,Большой коллайдер,,,,,
name_structure_speed_vent_machine,Скоростная Вентиляция,,,,,
name_structure_sand_sifting_factory,Завод по Просеивания Песка,,,,,
name_structure_glass_blower,Стеклодув,,,,,
name_structure_lab_equipment_manufacturer,Изготовитель Лабораторного Оборудования,,,,,
name_structure_oil_paint_factory,Завод Масляных Красок,,,,,
name_structure_dirty_water_extractor,Добытчик Грязной Воды,,,,,
name_structure_vectron_extractor,Добытчик вектрона,,,,,
name_structure_floor_trap,Напольный Капкан,,,,,
name_structure_grenade_turret,Гранатометная Турель,,,,,
name_structure_laser_turret,Электрическая Турель,,,,,
name_structure_jetshroom_farm,Ферма Топлегриба,,,,,
name_structure_teleporter,Телепорт,,,,,
,,,,,,
name_decoration_old_cattle_skeleton,Скелет старого крупного рогатого скота,,,,,
name_decoration_old_wheel,Старое колесо,,,,,
name_decoration_tire_pile,Груда камней,,,,,
name_decoration_cactus_01,Кактус,,,,,
name_decoration_cactus_02,Большой кактус,,,,,
name_decoration_cactus_03,Кактусовый шар,,,,,
name_decoration_cactus_04,Цветущий кактус,,,,,
name_decoration_cactus_05,Огромный кактус,,,,,
name_decoration_tree_01,Дерево,,,,,
name_decoration_tree_02,Дерево 2,,,,,
name_decoration_cacti_tire,Кактус в Покрышке,,,,,
name_decoration_log_with_banjo,Бревно с банджо,,,,,
name_decoration_wheelbarrow,Тачка,,,,,
name_decoration_birdhouse,Скворечник,,,,,
name_decoration_catbench,Скамейка для кошки,,,,,
name_decoration_doghouse,Будка Собаки,,,,,
name_decoration_sign,Знак,,,,,
name_decoration_high_fence,Высокий забор,,,,,
name_decoration_high_fence_corner,Высокий угол забора,,,,,
name_decoration_lantern,Фонарь,,,,,
name_decoration_windmill,Ветряная мельница,,,,,
name_decoration_barrel_1,Бочка,,,,,
name_decoration_barrel_2,Красная Бочка,,,,,
name_decoration_control_panel_1,Панель Управления,,,,,
name_decoration_control_panel_2,Контролирующий Индикатор,,,,,
name_decoration_control_panel_3,Пуль Управления,,,,,
name_decoration_desk,Стол,,,,,
name_decoration_doomsday_button,Кнопка Судного дня,,,,,
name_decoration_dynamite,Динамит,,,,,
name_decoration_metal_debris,Металлический мусор,,,,,
name_decoration_rocket_chair,Кресло-ракета,,,,,
name_decoration_clock,Часы,,,,,
name_decoration_isolator_tube,Изоляционная трубка,,,,,
name_decoration_led_flowers,Светодиодные цветы,,,,,
name_decoration_parasol_sunchair,Parasol Sunchair,,,,,
name_decoration_sign_2,Большой знак,,,,,
name_decoration_stepladder,Стремянка,,,,,
name_decoration_gazebo,Беседка,,,,,
name_decoration_lantern_2,Садовый фонарь,,,,,
name_decoration_mini_golf,Мини-гольф,,,,,
name_decoration_sun_dial,Солнечные часы,,,,,
name_decoration_wall,Причудливая стена,,,,,
name_decoration_wall_corner,Причудливый уголок стены,,,,,
name_decoration_bunker_hatch,Люк бункера,,,,,
name_decoration_crane,Кран,,,,,
name_decoration_fan,Вентилятор,,,,,
name_decoration_pipes_1,Пересекающиеся трубы,,,,,
name_decoration_pipes_2,Одинокая труба,,,,,
name_decoration_pipes_3,Большие трубы,,,,,
name_decoration_satellite,Спутник,,,,,
name_decoration_tank,Бак,,,,,
name_decoration_tesla_coil,Катушка Теслы,,,,,
name_decoration_cacti_cog,Кактусы с Шестерней,,,,,
name_decoration_cacti_planter_1,Круглая клумба Кактусов,,,,,
name_decoration_cacti_planter_2,Квадратная Клумба Кактусов,,,,,
name_decoration_cacti_shower,Кактусовый душ,,,,,
name_decoration_flower_barrel,Бочка с цветком,,,,,
name_decoration_flamingo,Фламинго,,,,,
name_decoration_bench,Скамейка,,,,,
name_decoration_bird_bath,Ванна для птиц,,,,,
,,,,,,
name_uniques_grandcanyon_01,[[Grand Canyon Unique]],,,,,
name_uniques_hollywood_01,[[Hollywood Unique]],,,,,
name_uniques_jurassicpark_01,[[Jurassic Park Unique]],,,,,
name_uniques_lasvegas_01,[[Las Vegas Unique]],,,,,
name_uniques_wildwest_01,[[Wild West Canyon Unique]],,,,,
,,,,,,
desc_structure_forest_collector,"Спилите <color=#000C3A><u>ДЕРЕВЬЯ</u></color> и превратите их в <color=#000C3A><u>БРЕВНА</u></color>. <br><br>Чем выше <color=#000C3A><u>ПРОИЗВОДИТЕЛЬНОСТЬ</u></color>, тем быстрее будете добывать.",,,,,
desc_structure_burger_meister,Используя <color=#000C3A><u>Робо-стэйки</u></color> Бургер Мейстер производит <color=#000C3A><u>Робо-Бургеры</u></color> для Инженеров.,,,,,
desc_structure_cattle_farm,Перерабатывает <color=#000C3A><u>ЖЕЛЕЗО</u></color> и <color=#000C3A><u>ДРЕВЕСНЫЙ УГОЛЬ</u></color> в изысканные <color=#000C3A><u>Робо-стэйки</u></color>.,,,,,
desc_structure_charcoal_kiln,"Перерабатывает <color=#000C3A><u>БРЕВНА</u></color> в <color=#000C3A><u>ДРЕВЕСНЫЙ УГОЛЬ</u></color>, который помогает поддерживать общество стимботов в рабочем состоянии.",,,,,
desc_structure_moonshiners,"Дистиллирует <color=#000C3A><u>КАКТУСОВУЮ ВОДУ</u></color> во вкусный <color=#000C3A><u>ЛУННИК</u></color> для ваших инженеров, чтобы отпраздновать.",,,,,
desc_structure_pickaxe_maker,"Использует <color=#000C3A><u>БРЕВНА</u></color> и <color=#000C3A><u>МЕТАЛЛОЛОМ</u></color>, чтобы экипировать Шахтеров <color=#000C3A><u>КИРКАМИ</u></color>! <br><br>Это позволяет Шахтерам копать <color=#000C3A><u>ПЕСЧАНИК</u></color>.",,,,,
desc_structure_decoration_cactus,Колючее украшение которое украсит ваш Город!,,,,,
desc_structure_decoration_sign,Не доверяйте указаниям которые он дает. ,,,,,
desc_structure_spare_part_maker,"Использует <color=#000C3A><u>МЕТАЛЛОЛОМ</u></color> и <color=#000C3A><u>ЖЕЛЕЗО</u></color>, собранные в Шахте, и преобразовывает их в <color=#000C3A><u>ЗАПАСНЫЕ ЧАСТИ</u></color>, которые  необходимы нашим Инженерам.",,,,,
desc_structure_steam_furnace,"Сжигает <color=#000C3A><u>ДРЕВЕСНЫЙ УГОЛЬ</u></color> и кипятит <color=#000C3A><u>ВОДУ</u></color>, чтобы постоянно производить <color=#000C3A><u>ПАР</u></color>.<br><br><color=#000C3A><u>ПАРОВАЯ ПЕЧЬ</u></color> повысит эффективность всех перерабатывающих Заводов в радиусе действия.",,,,,
desc_structure_decoration_ruin,,,,,,
desc_structure_moisture_farm,"Выжимает сок из кактусов, чтобы сделать <color=#000C3A><u>КАКТУСОВУЮ ВОДУ</u></color>! Редкий и ценный ресурс в этом пыльном мире!",,,,,
desc_structure_engineers_residential,"Жилье для категории граждан <color=#000C3A><u>ИНЖЕНЕР</u></color>. <br><br> Оно обеспечит вас <color=#000C3A><u>ИНЖЕНЕРАМИ</u></color>, если их потребности будут удовлетворены. <br><br>Они платят больше <color=#000C3A><u>НАЛОГОВ</u></color> чем Рабочие!",,,,,
desc_structure_worker_residential,Жилые дома создают <color=#000C3A><u>РАБОЧИХ</u></color> которые будут укомплектовывать ваши перерабатывающие заводы.<br><br>Они также выплачивают незначительные <color=#000C3A><u>НАЛОГИ</u></color> что является вашим основным источником дохода.,,,,,
desc_structure_marketplace,Предоставляет базовые <color=#000C3A><u>УСЛУГИ</u></color> для ваших Рабочих поставляя им товары общего назначения.,,,,,
desc_structure_scientist_residential,"Жилье для категории граждан <color=#000C3A><u>Учёные</u></color>. <br><br> Оно создаст <color=#000C3A><u>УЧЁНЫХ</u></color>, если их потребности будут удовлетворены. <br><br>Они платят самые высокие <color=#000C3A><u>НАЛОГИ</u></color>!",,,,,
desc_structure_mineshaft,Старая <color=#000C3A><u>ШАХТА</u></color> была восстановлена до рабочего состояния!,,,,,
